pid,lat,lon,elev,ptype
NAm-UpperWrightLakes.Graumlich.2005__ringWidth,36.4,-118.2,3519.0,wood.ringwidth
NAm-UpperWrightLakes.Graumlich.2005__ringWidth__2,36.4,-118.2,3519.0,wood.ring width
NAm-UpperWrightLakes.Graumlich.2005__residualChronology,36.4,-118.2,3519.0,wood.residualchronology
NAm-UpperWrightLakes.Graumlich.2005__ARSTAN,36.4,-118.2,3519.0,wood.arstan
NAm-UpperWrightLakes.Graumlich.2005__correlationCoefficient,36.4,-118.2,3519.0,wood.correlationcoefficient
NAm-UpperWrightLakes.Graumlich.2005__RBAR,36.4,-118.2,3519.0,wood.rbar
NAm-UpperWrightLakes.Graumlich.2005__uncertainty1s,36.4,-118.2,3519.0,wood.uncertainty1s
NAm-UpperWrightLakes.Graumlich.2005__uncertainty1s__2,36.4,-118.2,3519.0,wood.uncertainty1s
NAm-UpperWrightLakes.Graumlich.2005__EPS,36.4,-118.2,3519.0,wood.eps
NAm-UpperWrightLakes.Graumlich.2005__core,36.4,-118.2,3519.0,wood.core
Asi-CHIN051.Shao.2013__ringWidth,37.47,97.22,3000.0,wood.ring width
Afr-LakeMalawi.Powers.2011__TEX86,-10.0033,34.2883,477.0,lakesediment.tex86
Afr-LakeMalawi.Powers.2011__temperature,-10.0033,34.2883,477.0,lakesediment.tex86
Ocn-GulfofMaine.Wanamaker.2007__d18O,43.6561,-69.8017,-30.0,marinesediment.d18o
Ocn-MinorcaContourite.Moreno.2012__temperature,40.5,4.03,-2394.0,marinesediment.alkenone
Ocn-MinorcaContourite.Moreno.2012__Uk37,40.5,4.03,-2394.0,marinesediment.uk37
Ocn-MinorcaContourite.Moreno.2012__temperature__2,40.5,4.03,-2394.0,marinesediment.alkenone
Ocn-MinorcaContourite.Moreno.2012__Uk37__2,40.5,4.03,-2394.0,marinesediment.uk37
Arc-NGTB16.Schwager.1998__d18O,73.94,-37.63,3040.0,glacierice.d18o
Asi-ZHANGX.PAGES2k.2010__ringWidth,34.63,104.47,2900.0,wood.ring width
Afr-LakeTanganyika.Tierney.2010__TEX86,-6.03,28.53,905.0,lakesediment.tex86
Afr-LakeTanganyika.Tierney.2010__temperature,-6.03,28.53,905.0,lakesediment.tex86
Afr-LakeTanganyika.Tierney.2010__uncertaintyHigh95,-6.03,28.53,905.0,lakesediment.tex86
Afr-LakeTanganyika.Tierney.2010__uncertaintyLow95,-6.03,28.53,905.0,lakesediment.tex86
Ocn-AmedeeIsland.DeLong.2012__Sr/Ca,-22.475,166.4667,-3.0,coral.sr/ca
NAm-SouthernAlaskacomposite.D'Arrigo.2006__sampleCount,56.0,-132.0,0.0,wood.samplecount
NAm-SouthernAlaskacomposite.D'Arrigo.2006__segmentLength,56.0,-132.0,0.0,wood.segmentlength
NAm-SouthernAlaskacomposite.D'Arrigo.2006__ringWidth,56.0,-132.0,0.0,wood.ringwidth
NAm-SouthernAlaskacomposite.D'Arrigo.2006__ringWidth__2,56.0,-132.0,0.0,wood.ring width
NAm-SouthernAlaskacomposite.D'Arrigo.2006__residualChronology,56.0,-132.0,0.0,wood.residualchronology
NAm-SouthernAlaskacomposite.D'Arrigo.2006__ARSTAN,56.0,-132.0,0.0,wood.arstan
NAm-SouthernAlaskacomposite.D'Arrigo.2006__correlationCoefficient,56.0,-132.0,0.0,wood.correlationcoefficient
NAm-SouthernAlaskacomposite.D'Arrigo.2006__RBAR,56.0,-132.0,0.0,wood.rbar
NAm-SouthernAlaskacomposite.D'Arrigo.2006__uncertainty1s,56.0,-132.0,0.0,wood.uncertainty1s
NAm-SouthernAlaskacomposite.D'Arrigo.2006__uncertainty1s__2,56.0,-132.0,0.0,wood.uncertainty1s
NAm-SouthernAlaskacomposite.D'Arrigo.2006__EPS,56.0,-132.0,0.0,wood.eps
NAm-SouthernAlaskacomposite.D'Arrigo.2006__core,56.0,-132.0,0.0,wood.core
NAm-PeytoLake.Schweingruber.1996__sampleCount,51.8,-116.2,2050.0,wood.samplecount
NAm-PeytoLake.Schweingruber.1996__segmentLength,51.8,-116.2,2050.0,wood.segmentlength
NAm-PeytoLake.Schweingruber.1996__ringWidth,51.8,-116.2,2050.0,wood.ringwidth
NAm-PeytoLake.Schweingruber.1996__ringWidth__2,51.8,-116.2,2050.0,wood.ring width
NAm-PeytoLake.Schweingruber.1996__residualChronology,51.8,-116.2,2050.0,wood.residualchronology
NAm-PeytoLake.Schweingruber.1996__ARSTAN,51.8,-116.2,2050.0,wood.arstan
NAm-PeytoLake.Schweingruber.1996__correlationCoefficient,51.8,-116.2,2050.0,wood.correlationcoefficient
NAm-PeytoLake.Schweingruber.1996__RBAR,51.8,-116.2,2050.0,wood.rbar
NAm-PeytoLake.Schweingruber.1996__uncertainty1s,51.8,-116.2,2050.0,wood.uncertainty1s
NAm-PeytoLake.Schweingruber.1996__uncertainty1s__2,51.8,-116.2,2050.0,wood.uncertainty1s
NAm-PeytoLake.Schweingruber.1996__EPS,51.8,-116.2,2050.0,wood.eps
NAm-PeytoLake.Schweingruber.1996__core,51.8,-116.2,2050.0,wood.core
NAm-PeytoLake.Schweingruber.1996__sampleCount__2,51.8,-116.2,2050.0,wood.samplecount
NAm-PeytoLake.Schweingruber.1996__segmentLength__2,51.8,-116.2,2050.0,wood.segmentlength
NAm-PeytoLake.Schweingruber.1996__density,51.8,-116.2,2050.0,wood.density
NAm-PeytoLake.Schweingruber.1996__MXD,51.8,-116.2,2050.0,wood.maximum latewood density
NAm-PeytoLake.Schweingruber.1996__residualChronology__2,51.8,-116.2,2050.0,wood.residualchronology
NAm-PeytoLake.Schweingruber.1996__ARSTAN__2,51.8,-116.2,2050.0,wood.arstan
NAm-PeytoLake.Schweingruber.1996__correlationCoefficient__2,51.8,-116.2,2050.0,wood.correlationcoefficient
NAm-PeytoLake.Schweingruber.1996__RBAR__2,51.8,-116.2,2050.0,wood.rbar
NAm-PeytoLake.Schweingruber.1996__uncertainty1s__3,51.8,-116.2,2050.0,wood.uncertainty1s
NAm-PeytoLake.Schweingruber.1996__uncertainty1s__4,51.8,-116.2,2050.0,wood.uncertainty1s
NAm-PeytoLake.Schweingruber.1996__EPS__2,51.8,-116.2,2050.0,wood.eps
NAm-PeytoLake.Schweingruber.1996__core__2,51.8,-116.2,2050.0,wood.core
Asi-HRPCSM.PAGES2k.2013__ringWidth,35.88,74.88,3100.0,wood.ring width
NAm-LacNoir.Paquette.2013__temperature,45.8,-75.1,176.0,lakesediment.pollen
Asi-MONG033.Jacoby.2010__ringWidth,49.37,94.88,2800.0,wood.ring width
Ocn-MadangLagoonPapuaNewGuinea.Tudhope.1995__d18O,-5.22,145.82,-3.0,coral.d18o
Asi-ENEPAB.PAGES2k.2013__ringWidth,27.73,87.2,3300.0,wood.ring width
Eur-EasternCarpathianMountains.Popa.2008__ringWidth,47.0,25.3,1820.0,wood.ring width
Asi-CHIN043.Brauning.2013__ringWidth,29.3,91.97,3900.0,wood.ring width
Arc-WindyDome.Henderson.2011__iceMelt,80.783,65.63,509.0,glacierice.ice melt
Arc-WindyDome.Henderson.2011__d18O,80.783,65.63,509.0,glacierice.d18o
Asi-ZhejiangAndFujian.Zhang.1980__temperature,25.0,118.0,2400.0,documents.historical
NAm-AlmondButterUpper.D'Arrigo.2005__sampleCount,65.2,-162.2,213.0,wood.samplecount
NAm-AlmondButterUpper.D'Arrigo.2005__segmentLength,65.2,-162.2,213.0,wood.segmentlength
NAm-AlmondButterUpper.D'Arrigo.2005__ringWidth,65.2,-162.2,213.0,wood.ringwidth
NAm-AlmondButterUpper.D'Arrigo.2005__ringWidth__2,65.2,-162.2,213.0,wood.ring width
NAm-AlmondButterUpper.D'Arrigo.2005__residualChronology,65.2,-162.2,213.0,wood.residualchronology
NAm-AlmondButterUpper.D'Arrigo.2005__ARSTAN,65.2,-162.2,213.0,wood.arstan
NAm-AlmondButterUpper.D'Arrigo.2005__correlationCoefficient,65.2,-162.2,213.0,wood.correlationcoefficient
NAm-AlmondButterUpper.D'Arrigo.2005__RBAR,65.2,-162.2,213.0,wood.rbar
NAm-AlmondButterUpper.D'Arrigo.2005__uncertainty1s,65.2,-162.2,213.0,wood.uncertainty1s
NAm-AlmondButterUpper.D'Arrigo.2005__uncertainty1s__2,65.2,-162.2,213.0,wood.uncertainty1s
NAm-AlmondButterUpper.D'Arrigo.2005__EPS,65.2,-162.2,213.0,wood.eps
NAm-AlmondButterUpper.D'Arrigo.2005__core,65.2,-162.2,213.0,wood.core
NAm-NorthernAlaskaComposite.D'Arrigo.2006__sampleCount,67.0,-152.0,200.0,wood.samplecount
NAm-NorthernAlaskaComposite.D'Arrigo.2006__segmentLength,67.0,-152.0,200.0,wood.segmentlength
NAm-NorthernAlaskaComposite.D'Arrigo.2006__density,67.0,-152.0,200.0,wood.density
NAm-NorthernAlaskaComposite.D'Arrigo.2006__MXD,67.0,-152.0,200.0,wood.maximum latewood density
NAm-NorthernAlaskaComposite.D'Arrigo.2006__residualChronology,67.0,-152.0,200.0,wood.residualchronology
NAm-NorthernAlaskaComposite.D'Arrigo.2006__ARSTAN,67.0,-152.0,200.0,wood.arstan
NAm-NorthernAlaskaComposite.D'Arrigo.2006__correlationCoefficient,67.0,-152.0,200.0,wood.correlationcoefficient
NAm-NorthernAlaskaComposite.D'Arrigo.2006__RBAR,67.0,-152.0,200.0,wood.rbar
NAm-NorthernAlaskaComposite.D'Arrigo.2006__uncertainty1s,67.0,-152.0,200.0,wood.uncertainty1s
NAm-NorthernAlaskaComposite.D'Arrigo.2006__uncertainty1s__2,67.0,-152.0,200.0,wood.uncertainty1s
NAm-NorthernAlaskaComposite.D'Arrigo.2006__EPS,67.0,-152.0,200.0,wood.eps
NAm-NorthernAlaskaComposite.D'Arrigo.2006__core,67.0,-152.0,200.0,wood.core
NAm-FortChimo.Fritts.1981__sampleCount,58.4,-68.4,46.0,wood.samplecount
NAm-FortChimo.Fritts.1981__segmentLength,58.4,-68.4,46.0,wood.segmentlength
NAm-FortChimo.Fritts.1981__ringWidth,58.4,-68.4,46.0,wood.ringwidth
NAm-FortChimo.Fritts.1981__ringWidth__2,58.4,-68.4,46.0,wood.ring width
NAm-FortChimo.Fritts.1981__residualChronology,58.4,-68.4,46.0,wood.residualchronology
NAm-FortChimo.Fritts.1981__ARSTAN,58.4,-68.4,46.0,wood.arstan
NAm-FortChimo.Fritts.1981__correlationCoefficient,58.4,-68.4,46.0,wood.correlationcoefficient
NAm-FortChimo.Fritts.1981__RBAR,58.4,-68.4,46.0,wood.rbar
NAm-FortChimo.Fritts.1981__uncertainty1s,58.4,-68.4,46.0,wood.uncertainty1s
NAm-FortChimo.Fritts.1981__uncertainty1s__2,58.4,-68.4,46.0,wood.uncertainty1s
NAm-FortChimo.Fritts.1981__EPS,58.4,-68.4,46.0,wood.eps
NAm-FortChimo.Fritts.1981__core,58.4,-68.4,46.0,wood.core
Ocn-MadangLagoonPapuaNewGuinea.Kuhnert.2001__d18O,-5.2167,145.8167,-2.2,coral.d18o
Asi-PAKI031.Cook.2013__ringWidth,35.5,74.08,3600.0,wood.ring width
Ocn-CariacoBasin.Lea.2003__temperature,10.7,-64.94,-790.0,marinesediment.mg/ca
Ocn-CariacoBasin.Lea.2003__notes,10.7,-64.94,-790.0,marinesediment.notes
Ocn-CariacoBasin.Lea.2003__temperature__2,10.7,-64.94,-790.0,marinesediment.temperature
Ocn-CariacoBasin.Lea.2003__Mg/Ca,10.7,-64.94,-790.0,marinesediment.mg/ca
Ocn-DryTortugas.DeLong.2014__Sr/Ca,24.6,-82.3,-4.0,coral.sr/ca
NAm-CottonwoodPass.Briffa.1996__sampleCount,38.7,-107.6,3700.0,wood.samplecount
NAm-CottonwoodPass.Briffa.1996__segmentLength,38.7,-107.6,3700.0,wood.segmentlength
NAm-CottonwoodPass.Briffa.1996__ringWidth,38.7,-107.6,3700.0,wood.ringwidth
NAm-CottonwoodPass.Briffa.1996__ringWidth__2,38.7,-107.6,3700.0,wood.ring width
NAm-CottonwoodPass.Briffa.1996__residualChronology,38.7,-107.6,3700.0,wood.residualchronology
NAm-CottonwoodPass.Briffa.1996__ARSTAN,38.7,-107.6,3700.0,wood.arstan
NAm-CottonwoodPass.Briffa.1996__correlationCoefficient,38.7,-107.6,3700.0,wood.correlationcoefficient
NAm-CottonwoodPass.Briffa.1996__RBAR,38.7,-107.6,3700.0,wood.rbar
NAm-CottonwoodPass.Briffa.1996__uncertainty1s,38.7,-107.6,3700.0,wood.uncertainty1s
NAm-CottonwoodPass.Briffa.1996__uncertainty1s__2,38.7,-107.6,3700.0,wood.uncertainty1s
NAm-CottonwoodPass.Briffa.1996__EPS,38.7,-107.6,3700.0,wood.eps
NAm-CottonwoodPass.Briffa.1996__core,38.7,-107.6,3700.0,wood.core
NAm-CottonwoodPass.Briffa.1996__sampleCount__2,38.7,-107.6,3700.0,wood.samplecount
NAm-CottonwoodPass.Briffa.1996__segmentLength__2,38.7,-107.6,3700.0,wood.segmentlength
NAm-CottonwoodPass.Briffa.1996__density,38.7,-107.6,3700.0,wood.density
NAm-CottonwoodPass.Briffa.1996__MXD,38.7,-107.6,3700.0,wood.maximum latewood density
NAm-CottonwoodPass.Briffa.1996__residualChronology__2,38.7,-107.6,3700.0,wood.residualchronology
NAm-CottonwoodPass.Briffa.1996__ARSTAN__2,38.7,-107.6,3700.0,wood.arstan
NAm-CottonwoodPass.Briffa.1996__correlationCoefficient__2,38.7,-107.6,3700.0,wood.correlationcoefficient
NAm-CottonwoodPass.Briffa.1996__RBAR__2,38.7,-107.6,3700.0,wood.rbar
NAm-CottonwoodPass.Briffa.1996__uncertainty1s__3,38.7,-107.6,3700.0,wood.uncertainty1s
NAm-CottonwoodPass.Briffa.1996__uncertainty1s__4,38.7,-107.6,3700.0,wood.uncertainty1s
NAm-CottonwoodPass.Briffa.1996__EPS__2,38.7,-107.6,3700.0,wood.eps
NAm-CottonwoodPass.Briffa.1996__core__2,38.7,-107.6,3700.0,wood.core
Asi-NEPA021.Krusic.2013__ringWidth,27.5,88.02,3400.0,wood.ring width
Arc-BlueLake.Bird.2008__thickness,68.09,-150.47,1275.0,lakesediment.varve thickness
Ocn-GingerbreadsBahamas.Saenger.2009__calcificationRate,25.84,-78.62,-4.0,coral.calcification rate
Asi-PAKI011.Esper.2007__ringWidth,36.58,75.08,3276.0,wood.ring width
Asi-PAKI004.Esper.2007__ringWidth,36.03,74.58,3800.0,wood.ring width
Ocn-SouthIceland.Sicre.2011__temperature,57.45,-27.91,-2630.0,marinesediment.alkenone
Ocn-SouthIceland.Sicre.2011__temperature__2,57.45,-27.91,-2630.0,marinesediment.temperature
SAm-CentralAndes6.Villalba.2014__ringWidth,-38.5,-71.5,1400.0,wood.ring width
SAm-CentralAndes6.Villalba.2014__ringWidth__2,-38.5,-71.5,1400.0,wood.ring width
SAm-CentralAndes6.Villalba.2014__ringWidth__3,-38.5,-71.5,1400.0,wood.ring width
SAm-CentralAndes6.Villalba.2014__ringWidth__4,-38.5,-71.5,1400.0,wood.ring width
SAm-CentralAndes6.Villalba.2014__ringWidth__5,-38.5,-71.5,1400.0,wood.ring width
NAm-Bonif.Schweingruber.1996__sampleCount,55.3,-77.8,50.0,wood.samplecount
NAm-Bonif.Schweingruber.1996__segmentLength,55.3,-77.8,50.0,wood.segmentlength
NAm-Bonif.Schweingruber.1996__ringWidth,55.3,-77.8,50.0,wood.ringwidth
NAm-Bonif.Schweingruber.1996__ringWidth__2,55.3,-77.8,50.0,wood.ring width
NAm-Bonif.Schweingruber.1996__residualChronology,55.3,-77.8,50.0,wood.residualchronology
NAm-Bonif.Schweingruber.1996__ARSTAN,55.3,-77.8,50.0,wood.arstan
NAm-Bonif.Schweingruber.1996__correlationCoefficient,55.3,-77.8,50.0,wood.correlationcoefficient
NAm-Bonif.Schweingruber.1996__RBAR,55.3,-77.8,50.0,wood.rbar
NAm-Bonif.Schweingruber.1996__uncertainty1s,55.3,-77.8,50.0,wood.uncertainty1s
NAm-Bonif.Schweingruber.1996__uncertainty1s__2,55.3,-77.8,50.0,wood.uncertainty1s
NAm-Bonif.Schweingruber.1996__EPS,55.3,-77.8,50.0,wood.eps
NAm-Bonif.Schweingruber.1996__core,55.3,-77.8,50.0,wood.core
NAm-Bonif.Schweingruber.1996__sampleCount__2,55.3,-77.8,50.0,wood.samplecount
NAm-Bonif.Schweingruber.1996__segmentLength__2,55.3,-77.8,50.0,wood.segmentlength
NAm-Bonif.Schweingruber.1996__density,55.3,-77.8,50.0,wood.density
NAm-Bonif.Schweingruber.1996__MXD,55.3,-77.8,50.0,wood.maximum latewood density
NAm-Bonif.Schweingruber.1996__residualChronology__2,55.3,-77.8,50.0,wood.residualchronology
NAm-Bonif.Schweingruber.1996__ARSTAN__2,55.3,-77.8,50.0,wood.arstan
NAm-Bonif.Schweingruber.1996__correlationCoefficient__2,55.3,-77.8,50.0,wood.correlationcoefficient
NAm-Bonif.Schweingruber.1996__RBAR__2,55.3,-77.8,50.0,wood.rbar
NAm-Bonif.Schweingruber.1996__uncertainty1s__3,55.3,-77.8,50.0,wood.uncertainty1s
NAm-Bonif.Schweingruber.1996__uncertainty1s__4,55.3,-77.8,50.0,wood.uncertainty1s
NAm-Bonif.Schweingruber.1996__EPS__2,55.3,-77.8,50.0,wood.eps
NAm-Bonif.Schweingruber.1996__core__2,55.3,-77.8,50.0,wood.core
NAm-Arapahoe.Kienast.1996__sampleCount,40.1,-105.6,3320.0,wood.samplecount
NAm-Arapahoe.Kienast.1996__segmentLength,40.1,-105.6,3320.0,wood.segmentlength
NAm-Arapahoe.Kienast.1996__ringWidth,40.1,-105.6,3320.0,wood.ringwidth
NAm-Arapahoe.Kienast.1996__ringWidth__2,40.1,-105.6,3320.0,wood.ring width
NAm-Arapahoe.Kienast.1996__residualChronology,40.1,-105.6,3320.0,wood.residualchronology
NAm-Arapahoe.Kienast.1996__ARSTAN,40.1,-105.6,3320.0,wood.arstan
NAm-Arapahoe.Kienast.1996__correlationCoefficient,40.1,-105.6,3320.0,wood.correlationcoefficient
NAm-Arapahoe.Kienast.1996__RBAR,40.1,-105.6,3320.0,wood.rbar
NAm-Arapahoe.Kienast.1996__uncertainty1s,40.1,-105.6,3320.0,wood.uncertainty1s
NAm-Arapahoe.Kienast.1996__uncertainty1s__2,40.1,-105.6,3320.0,wood.uncertainty1s
NAm-Arapahoe.Kienast.1996__EPS,40.1,-105.6,3320.0,wood.eps
NAm-Arapahoe.Kienast.1996__core,40.1,-105.6,3320.0,wood.core
NAm-Arapahoe.Kienast.1996__sampleCount__2,40.1,-105.6,3320.0,wood.samplecount
NAm-Arapahoe.Kienast.1996__segmentLength__2,40.1,-105.6,3320.0,wood.segmentlength
NAm-Arapahoe.Kienast.1996__density,40.1,-105.6,3320.0,wood.density
NAm-Arapahoe.Kienast.1996__MXD,40.1,-105.6,3320.0,wood.maximum latewood density
NAm-Arapahoe.Kienast.1996__residualChronology__2,40.1,-105.6,3320.0,wood.residualchronology
NAm-Arapahoe.Kienast.1996__ARSTAN__2,40.1,-105.6,3320.0,wood.arstan
NAm-Arapahoe.Kienast.1996__correlationCoefficient__2,40.1,-105.6,3320.0,wood.correlationcoefficient
NAm-Arapahoe.Kienast.1996__RBAR__2,40.1,-105.6,3320.0,wood.rbar
NAm-Arapahoe.Kienast.1996__uncertainty1s__3,40.1,-105.6,3320.0,wood.uncertainty1s
NAm-Arapahoe.Kienast.1996__uncertainty1s__4,40.1,-105.6,3320.0,wood.uncertainty1s
NAm-Arapahoe.Kienast.1996__EPS__2,40.1,-105.6,3320.0,wood.eps
NAm-Arapahoe.Kienast.1996__core__2,40.1,-105.6,3320.0,wood.core
Asi-GuangdongAndGuangxi.Zhang.1980__temperature,23.5,112.5,2480.0,documents.historical
Asi-CENTIB.PAGES2k.2013__ringWidth,29.35,92.0,2900.0,wood.ring width
Asi-MQAXJP.PAGES2k.2013__ringWidth,35.07,100.35,700.0,wood.ring width
Asi-PAKI035.Cook.2013__ringWidth,36.15,74.18,3900.0,wood.ring width
Asi-MONG017.Jacoby.2010__ringWidth,49.97,91.0,1100.0,wood.ring width
Asi-Dasuopu.Thompson.2000__d18O,28.38,85.72,7200.0,glacierice.d18o
Asi-Dasuopu.Thompson.2000__dust,28.38,85.72,7200.0,glacierice.dust
Asi-Dasuopu.Thompson.2000__chloride,28.38,85.72,7200.0,glacierice.chloride
Asi-Dasuopu.Thompson.2000__nitrate,28.38,85.72,7200.0,glacierice.nitrate
Asi-Dasuopu.Thompson.2000__sulfate,28.38,85.72,7200.0,glacierice.sulfate
Asi-UKHEWW.Schweingruber.2002__ringWidth,50.15,85.37,1750.0,wood.ring width
"Ocn-SinaiPeninsula,RedSea.Moustafa.2000__d18O",27.8483,34.31,-3.0,coral.d18o
Asi-PAKI022.Cook.2013__ringWidth,35.9,71.73,3600.0,wood.ring width
Asi-MONG007.Schweingruber.2013__ringWidth,49.7,91.55,2827.0,wood.ring width
Asi-HXBURU.PAGES2k.2013__ringWidth,43.18,87.18,3400.0,wood.ring width
Arc-SoperLake.Hughen.2000__thickness,62.917,-69.883,14.0,lakesediment.thickness
Arc-SoperLake.Hughen.2000__temperature,62.917,-69.883,14.0,lakesediment.varve thickness
NAm-TimberGapUpper.Graybill.1995__sampleCount,36.3,-118.4,3261.0,wood.samplecount
NAm-TimberGapUpper.Graybill.1995__segmentLength,36.3,-118.4,3261.0,wood.segmentlength
NAm-TimberGapUpper.Graybill.1995__ringWidth,36.3,-118.4,3261.0,wood.ringwidth
NAm-TimberGapUpper.Graybill.1995__ringWidth__2,36.3,-118.4,3261.0,wood.ring width
NAm-TimberGapUpper.Graybill.1995__residualChronology,36.3,-118.4,3261.0,wood.residualchronology
NAm-TimberGapUpper.Graybill.1995__ARSTAN,36.3,-118.4,3261.0,wood.arstan
NAm-TimberGapUpper.Graybill.1995__correlationCoefficient,36.3,-118.4,3261.0,wood.correlationcoefficient
NAm-TimberGapUpper.Graybill.1995__RBAR,36.3,-118.4,3261.0,wood.rbar
NAm-TimberGapUpper.Graybill.1995__uncertainty1s,36.3,-118.4,3261.0,wood.uncertainty1s
NAm-TimberGapUpper.Graybill.1995__uncertainty1s__2,36.3,-118.4,3261.0,wood.uncertainty1s
NAm-TimberGapUpper.Graybill.1995__EPS,36.3,-118.4,3261.0,wood.eps
NAm-TimberGapUpper.Graybill.1995__core,36.3,-118.4,3261.0,wood.core
Afr-P178-15P.Tierney.2015__temperature,11.955,44.3,-869.0,marinesediment.tex86
Afr-P178-15P.Tierney.2015__temperature__2,11.955,44.3,-869.0,marinesediment.tex86
Asi-CHIN047.Brauning.2013__ringWidth,31.12,97.03,2500.0,wood.ring width
Asi-PAKI010.Esper.2007__ringWidth,36.58,75.08,3740.0,wood.ring width
Ocn-Mahe.Charles.1997__d18O,-4.62,55.0,-7.0,coral.d18o
Ocn-Clipperton6a.Wu.2014__Sr/Ca,10.2773,-109.2131,-13.0,coral.sr/ca
Ocn-TongueoftheOceanExuma.Rosenheim.2005__d18O,23.766,-76.053,-136.0,sclerosponge.d18o
Ocn-TongueoftheOceanExuma.Rosenheim.2005__Sr/Ca,23.766,-76.053,-136.0,sclerosponge.sr/ca
NAm-WindyRidgeAlaska.D'Arrigo.2005__sampleCount,65.2,-162.2,251.0,wood.samplecount
NAm-WindyRidgeAlaska.D'Arrigo.2005__segmentLength,65.2,-162.2,251.0,wood.segmentlength
NAm-WindyRidgeAlaska.D'Arrigo.2005__ringWidth,65.2,-162.2,251.0,wood.ringwidth
NAm-WindyRidgeAlaska.D'Arrigo.2005__ringWidth__2,65.2,-162.2,251.0,wood.ring width
NAm-WindyRidgeAlaska.D'Arrigo.2005__residualChronology,65.2,-162.2,251.0,wood.residualchronology
NAm-WindyRidgeAlaska.D'Arrigo.2005__ARSTAN,65.2,-162.2,251.0,wood.arstan
NAm-WindyRidgeAlaska.D'Arrigo.2005__correlationCoefficient,65.2,-162.2,251.0,wood.correlationcoefficient
NAm-WindyRidgeAlaska.D'Arrigo.2005__RBAR,65.2,-162.2,251.0,wood.rbar
NAm-WindyRidgeAlaska.D'Arrigo.2005__uncertainty1s,65.2,-162.2,251.0,wood.uncertainty1s
NAm-WindyRidgeAlaska.D'Arrigo.2005__uncertainty1s__2,65.2,-162.2,251.0,wood.uncertainty1s
NAm-WindyRidgeAlaska.D'Arrigo.2005__EPS,65.2,-162.2,251.0,wood.eps
NAm-WindyRidgeAlaska.D'Arrigo.2005__core,65.2,-162.2,251.0,wood.core
Asi-SODAPS.PAGES2k.2013__ringWidth,48.3,98.93,2500.0,wood.ring width
Arc-Yamalia.Briffa.2013__temperature,66.8,68.0,30.0,wood.ring width
Arc-Yamalia.Briffa.2013__uncertainty,66.8,68.0,30.0,wood.uncertainty
Asi-HBMXJP.PAGES2k.2013__ringWidth,34.78,100.82,3300.0,wood.ring width
Asi-PAKI025.Cook.2013__ringWidth,35.45,74.78,2760.0,wood.ring width
Ocn-CapeHatteras.Cleroux.2008__temperature,34.973,-75.201,-620.0,marinesediment.mg/ca
Asi-LAJQIN.PAGES2k.2013__ringWidth,34.72,100.72,1750.0,wood.ring width
Ocn-WesternAntarcticPeninsula.Shevenell.2011__temperature,-64.87,-64.2,-1011.0,marinesediment.tex86
Ocn-WesternAntarcticPeninsula.Shevenell.2011__TEX86,-64.87,-64.2,-1011.0,marinesediment.tex86
Ocn-WesternAntarcticPeninsula.Shevenell.2011__temperature__2,-64.87,-64.2,-1011.0,marinesediment.temperature
Ocn-WesternAntarcticPeninsula.Shevenell.2011__TEX86__2,-64.87,-64.2,-1011.0,marinesediment.tex86
Arc-Armarnaes.Bjorklund.2012__density,65.9,16.1,500.0,wood.maximum latewood density
NAm-HellsKitchenLake.Gajewski.1988__temperature,46.2,-89.7,488.0,lakesediment.pollen
Ocn-PalauRockIslands.Osborne.2014__d18O,7.2708,134.3837,-12.0,coral.d18o
Ocn-PalauRockIslands.Osborne.2014__d13C,7.2708,134.3837,-12.0,coral.d13c
Asi-MONG006.Jacoby.2006__ringWidth,47.78,107.5,3050.0,wood.ring width
Asi-BT009.Cook.2010__ringWidth,27.42,90.97,1700.0,wood.ring width
Asi-PAKI018.Cook.2013__ringWidth,35.33,74.8,3200.0,wood.ring width
Ocn-GBR.Wei.2009__d18O,-16.7167,146.0333,0.0,coral.d18o
Ocn-GBR.Wei.2009__Sr/Ca,-16.7167,146.0333,0.0,coral.sr/ca
Ocn-GBR.Wei.2009__d13C,-16.7167,146.0333,0.0,coral.d13c
Asi-TH001.Buckley.2010__ringWidth,19.28,98.93,3900.0,wood.ring width
NAm-StarrigawanOldSitka.Kaiser.1996__sampleCount,57.1,-135.4,5.0,wood.samplecount
NAm-StarrigawanOldSitka.Kaiser.1996__segmentLength,57.1,-135.4,5.0,wood.segmentlength
NAm-StarrigawanOldSitka.Kaiser.1996__ringWidth,57.1,-135.4,5.0,wood.ringwidth
NAm-StarrigawanOldSitka.Kaiser.1996__ringWidth__2,57.1,-135.4,5.0,wood.ring width
NAm-StarrigawanOldSitka.Kaiser.1996__residualChronology,57.1,-135.4,5.0,wood.residualchronology
NAm-StarrigawanOldSitka.Kaiser.1996__ARSTAN,57.1,-135.4,5.0,wood.arstan
NAm-StarrigawanOldSitka.Kaiser.1996__correlationCoefficient,57.1,-135.4,5.0,wood.correlationcoefficient
NAm-StarrigawanOldSitka.Kaiser.1996__RBAR,57.1,-135.4,5.0,wood.rbar
NAm-StarrigawanOldSitka.Kaiser.1996__uncertainty1s,57.1,-135.4,5.0,wood.uncertainty1s
NAm-StarrigawanOldSitka.Kaiser.1996__uncertainty1s__2,57.1,-135.4,5.0,wood.uncertainty1s
NAm-StarrigawanOldSitka.Kaiser.1996__EPS,57.1,-135.4,5.0,wood.eps
