year,mean,lo_95,hi_95,n_proxies
702,-0.20530017914497262,-0.332933189847037,-0.07766716844290819,178
703,-0.23587460006168992,-0.3793544016674465,-0.09239479845593337,178
704,0.0533044817396645,-0.07978582715669956,0.18639479063602854,193
705,-0.046635307901043616,-0.17994984803176392,0.08667923222967669,176
706,-0.13587409104787487,-0.2779592800441437,0.006211097948394001,170
707,-0.08064066075147047,-0.20710037187269742,0.045819050369756475,177
708,0.042787485082636745,-0.08664739785199779,0.17222236801727128,174
709,-0.18504304053718648,-0.3089041981788663,-0.06118188289550666,172
710,-0.09242552924516502,-0.21419317044538644,0.029342111955056385,182
711,-0.1109926656894166,-0.24904936573994116,0.027064034361107964,177
712,-0.10940073060755309,-0.23213580925095423,0.013334348035848029,174
713,-0.05189070174288758,-0.1801442164503021,0.07636281296452692,178
714,-0.03955460919832503,-0.18132241380284658,0.10221319540619651,184
715,-0.13007134609208082,-0.25199326514206105,-0.008149427042100588,182
716,-0.042274294456292515,-0.17524612163473782,0.09069753272215278,184
717,-0.16491303447915173,-0.3047176054029656,-0.025108463555337857,171
718,-0.1702722747796631,-0.29698363517933746,-0.04356091437998877,173
719,-0.17748857668524878,-0.2985377912748826,-0.05643936209561497,175
720,-0.3680740207889886,-0.4986772067909073,-0.23747083478706985,188
721,0.0008283331417759498,-0.13303047914041427,0.13468714542396615,185
722,-0.18896974637434125,-0.305385533662373,-0.0725539590863095,175
723,-0.18370354755628707,-0.30361087606915504,-0.06379621904341912,177
724,-0.10456670691868529,-0.2346003993201753,0.025466985482804724,180
725,-0.14656595094265681,-0.29117303903862557,-0.001958862846688031,173
726,-0.20380045625918491,-0.3422460693225884,-0.06535484319578141,191
727,-0.06171249452017979,-0.19728223645518764,0.07385724741482805,176
728,0.08187848892521883,-0.06812478084711425,0.2318817586975519,172
729,-0.07593479184143938,-0.20281354613936792,0.05094396245648915,177
730,-0.12635804959023642,-0.26023147773033267,0.007515378549859841,175
731,0.08125405772938059,-0.06213136262439996,0.22463947808316115,172
732,-0.016305810516297838,-0.14636380751319952,0.11375218648060384,176
733,-0.15366999696127862,-0.28315473992896034,-0.02418525399359689,187
734,-0.11853217173362791,-0.2461717429172096,0.00910739944995377,188
735,-0.01961649294135682,-0.16087038846957505,0.12163740258686141,176
736,-0.1954503229996785,-0.3235769732065884,-0.06732367279276855,178
737,-0.11958579481265794,-0.2566851230364712,0.01751353341115533,180
738,-0.06370799105957017,-0.183307882647171,0.05589190052803064,191
739,-0.13522156413392944,-0.2628608013089203,-0.007582326958938568,191
740,-0.19214921419074713,-0.3304629993588336,-0.05383542902266064,184
741,-0.03810817264529751,-0.1805946791926126,0.10437833390201759,180
742,0.03189678730926784,-0.1058571782167135,0.1696507528352492,174
743,-0.3786011324798458,-0.5216433952511289,-0.23555886970856266,179
744,-0.01967431935842078,-0.14401458792413788,0.10466594920729633,184
745,-0.16200684092681858,-0.29374292957775316,-0.030270752275883994,177
746,-0.04204943745711191,-0.1660628340152584,0.08196395910103456,180
747,-0.07285446209435807,-0.20116535340307917,0.05545642921436304,173
748,-0.029415174024117353,-0.15651145091638274,0.09768110286814803,172
749,-0.0318222882022715,-0.14819188333513608,0.08454730693059306,183
750,-0.06777995816094404,-0.1781934728044356,0.04263355648254752,204
751,-0.10840165366980832,-0.2357191463997006,0.01891583906008394,180
752,-0.19846638920578263,-0.312561585673005,-0.08437119273856027,176
753,-0.07469692424939689,-0.20183334337404082,0.052439494875247045,187
754,0.020399068613623884,-0.10807540888310825,0.14887354611035603,184
755,-0.07957266995225626,-0.20770118295456372,0.0485558430500512,178
756,-0.010299166472654808,-0.15542589705856896,0.13482756411325936,178
757,-0.0639280116012106,-0.2026541436143992,0.07479812041197802,178
758,-0.010322859859490914,-0.14644562686809198,0.12579990714911016,177
759,-0.0009453802033467255,-0.15085955501268308,0.14896879460598964,181
760,-0.12976169029659546,-0.2708125744647015,0.011289193871510589,182
761,-0.2146292764663005,-0.32928614186660843,-0.0999724110659926,191
762,-0.18635361150089555,-0.3171945430087131,-0.05551267999307799,188
763,0.006099309463956328,-0.1268390507530228,0.13903766968093542,183
764,0.07044938131810878,-0.08157772781827798,0.22247649045449552,194
765,0.01832550466470487,-0.12265552600155616,0.1593065353309659,176
766,-0.1319253768744978,-0.2557458701557001,-0.008104883593295462,188
767,-0.023979452452479403,-0.16012646789848473,0.11216756299352593,175
768,-0.2002948892363522,-0.3240497409657701,-0.0765400375069343,180
769,-0.017501596449048976,-0.14085181778624062,0.10584862488814266,180
770,-0.06309630793846246,-0.175760045625936,0.04956742974901107,190
771,0.07304960603579957,-0.06459566022077126,0.2106948722923704,184
772,-0.08443586365583552,-0.20102849882893425,0.03215677151726319,196
773,-0.13566746111666264,-0.24754750581661628,-0.023787416416708992,190
774,0.025969640575008564,-0.0938364329799734,0.14577571412999055,188
775,-0.027167014880988907,-0.14188982152839233,0.08755579176641452,181
776,0.0041605052250225675,-0.1137446778453931,0.12206568829543823,181
777,-0.1697851943987246,-0.28101964459362927,-0.05855074420381998,187
778,-0.08379421420626823,-0.2079282135080242,0.04033978509548773,183
779,-0.060580249943013295,-0.1763533878324784,0.05519288794645179,180
780,-0.12747463072331072,-0.2482904479485391,-0.006658813498082353,188
781,-0.07405488041521924,-0.18846684492691962,0.04035708409648113,180
782,-0.1246253932319522,-0.2327421501916102,-0.016508636272294194,179
783,-0.07322188291179091,-0.19577390363156388,0.04933013780798208,184
784,-0.15699455746746374,-0.26779798063497184,-0.04619113429995564,199
785,-0.15967021702731105,-0.2789314618169444,-0.04040897223767771,194
786,-0.1559842117972598,-0.27494080765167583,-0.03702761594284375,183
787,-0.174249775410709,-0.3051832532343397,-0.043316297587078306,183
788,-0.31258781602269986,-0.4302593292838884,-0.19491630276151134,184
789,-0.24925266126787787,-0.358547017345982,-0.13995830518977376,184
790,-0.26945738828084503,-0.38837816176550183,-0.15053661479618824,186
791,-0.11752330055076055,-0.24432923182920355,0.009282630727682456,188
792,-0.09316165572199503,-0.21036141064399644,0.02403809920000638,185
793,-0.15762293882393533,-0.2814000594120579,-0.03384581823581273,182
794,-0.06542090127509928,-0.19063043335066462,0.059788630800466064,196
795,-0.1349460834122128,-0.24999913036285354,-0.019893036461572047,192
796,-0.2748897814838288,-0.3871166219847454,-0.16266294098291223,189
797,-0.18129374417491162,-0.2955753331029135,-0.06701215524690976,188
798,-0.26215362114531054,-0.38058629137454975,-0.14372095091607134,191
799,-0.15612697688389418,-0.28910769461874153,-0.023146259149046805,180
800,-0.22776922849745063,-0.36751517037941916,-0.08802328661548209,205
801,-0.2561829400646768,-0.3933496965963681,-0.11901618353298551,198
802,-0.2529760279187949,-0.37923106179351573,-0.1267209940440741,204
803,-0.2637113530187071,-0.39749344690748123,-0.12992925912993292,200
804,-0.3523121990147242,-0.48163261156135295,-0.22299178646809548,205
805,-0.22005817061874475,-0.36176448617195234,-0.07835185506553718,199
806,-0.01062808996743951,-0.20015521334610764,0.17889903341122865,210
